id,text,label
1555,"Va una mujer tonta, valga la redundancia.",stereotype
1556,Me recibes así para provocarme y que te folle cierto?eres toda una puta adicta a mi polla! https://t.co/neUDc07IzW,discredit
1557,"Dice Sisú que no se merecen esto. No hijo de puta no, os mereceis muchas cosas peores que esto.",non-sexist
1558,La cultura de la violación es un invento de las feminazis y el acoso callejero no es para tanto. Sólo son cuatro locos que andan sueltos. https://t.co/79itxlTZgu,derailing
1559,@_FernandaCaso No mereces mi amistadabputa perra olvidadora,discredit
1560,DÉJATE DE WEBIAR ZORRA MAL PARIDA YO NO TE TIRO WEAS VKOOK EN LA CARA MARIA JAVIERA TE VOY A SACAR LA CTM https://t.co/ofEH8W3Gor,discredit
1561,@daniellemx_ Te mereces mas la portadabde la revista playboy.. Por zorra.. Y mentirosa..,discredit
1562,"Hay q entender q este imbécil y todos los q lo repiten llevan cuatro años chupando polla madridista, es normal q ahora salgan del armario, paciencia, volveran como ratas a esconderse. https://t.co/bxlMUwVVRL",non-sexist
1563,@DinahBoludaa JAJJAJAJAJA ENCIMA SE EMPEZO A TENTAR Y YO CON UNA CARA DE LA PUTA MADRE CALLATE AHRE SI AJAJJAJ NO MENTIRA NO PUEDO ODIARTE TE QUIERO AHRE SI,non-sexist
1564,@EsperancitaUrib @iCharly_Co @Marianiniecheve Cállate perra hppp mamerta,sexual_harassment
1565,@LeticiaDolera @garrido_aura No puedo creer que esto sea verdad. No entiendo que coño pasa en el mundo,non-sexist
1566,yo creoque mereces un castigo por zorra no? *con el cigarro en la mano*(md) https://t.co/yH1uBFPbFl,derailing
1567,Vía TuAutoCorrector: RT DeboRecordarQue: Mi novia es una perra (Pluto),discredit
1568,LA CONCHA DE SUS MADRES LOCO AGUANTE FEDE Y LAURITA PROGRAMA DEL ORTO LA PUTA AUW TE PARIO MERECÍAN GANAR FORROS DEL ORTO LOS ODIO NO LOS VUELVO A MIRAR NUNCA MÁS EN MI VIDA NO PUEDE SER QUE SEAN TAN GILES PROGRAMA MÁS ARREGLADO QUE NO SE AGUANTE LAURITA FERNÁNDEZ LOCO,non-sexist
1569,"@LeticiaDolera Yo creo, que la mayoría de las veces, a quien hay que enseñar es a los padres, que son los que carecen de algo que se lleva en los genes, pero que nadie se lo enseñó.",non-sexist
1570,@Barbijaputa Un hijo de puta menos,non-sexist
1571,"A quien le dices zorra pendeja, tu eres el juguete nuevo pues dejate de joder zorra matate — solo taba cargando siempre la cargo aire y yo no soy el juguete de nadie soy una persona , matat... https://t.co/QqB20qeaps",stereotype
1572,Espero que este año merezca la pena. Porq parece que 2017 termina de puta madre para lo que ha sido 🤑🤑,non-sexist
1573,"@ClaudiaRocaL Pero si tú eres la primera en poner peros cuando te digo para salir, PERRA",discredit
1574,"Cada vez me gusta más mi cuerpo, que pasa??soy una guarra por enseñar las piernas?? una provocadora por una foto en toalla?? el problema no es mío, publico lo que me gusta.",non-sexist
1575,@lortegadiaz TU ERES CULPABLE DE ESTA DESGRACIA Y QUIERES LAVARTE TU CARA MALDITA PERRA @lortegadiaz HÁBLALE AL MUNDO DEL GRAN FRAUDE A LA NACIÓN. UNA IMAGEN VALE MÁS QUE MIL PALABRAS. https://t.co/xFsTdrAtUA,discredit
1576,Mujer Fail I https://t.co/j57X2pTafA,non-sexist
1577,@Yullian2 A veces creo que tú eres su perra.,non-sexist
1578,@C5N Hija de re mil puta!!!!!!!!!!!! Ya te va llegar lo que te mereces 😡😡😡,sexual_harassment
1579,@thajese Perra ella; tu eres una reyna 👑,discredit
1580,@_brisayanet te lo mereces x no bailar conmigo ayer pedazo fe puta,discredit
1581,"@TowandaRebels A mí sí que solía corregirme puta por punta, pero he pasado demasiado rato en Twitter y ya pasa😂😂",discredit
1582,"-Le he comprado un collar a mi esposa. +Coño, pues yo todavía la tengo suelta.",stereotype
1583,"—Donde deja huella una leona, no deja huella una gatita. —Oe, pero si tú eres perra. jaja v :v",discredit
1584,@ricardodeulsa @lopezobrador_ CALLATE HIJO DE PERRA,non-sexist
1585,@JulioBorges Tu también rata asquerosa vendido hijo de perra mereces otros cońazos,non-sexist
1586,"Mi mamá está dándole la callada de hocico más perra a mi papá, WHAT A QUEEN",non-sexist
1587,Las personas y la manía de creer que por que la mujer es sexy tiene que ser puta seguro pues NO dejen el mojón mental.,non-sexist
1588,"@YonisJ17 @futbolsinlimi Cállate perra que tú no aparecias hace 5 años, ve a tocarte con tu ascenso",dominance
1589,@feminicidio No solo eso sino que hay miles de denuncias falsas de acoso y de violación y escraches arruinando la vida a hombres inocentes. ¿Cuál es el motivo de la marcha? ¿Brecha salarial? no existe. Eligen distintas carreras. Y es mas en algunos casos ,non-sexist
1590,Que odioso cuando te hablan apenas abríS UN OJO LA PUTA MADRE CÁLLATE QUE TODAVÍA NO REACCIONÓ,non-sexist
1591,"La vez que me niego a enseñarle a usar ig a mi mamá me dice: - Yo te enseñé a usar una cuchara puta de mierda! Siempre te la llevabas al ojo, ibas a quedar tuerta!!! Jajajajajajaj",stereotype
1592,@DeathAnimalVamp -seguia moviendome mientras mi polla palpitaba en tu culo y mi cola daba descargas muy fuertes en tu coño-,sexual_harassment
1593,"¿En què se diferencia un hombre de una mujer? En que el hombre es masculino, la mujer masculona.",stereotype
1594,@MariaFPaternina Tu eres divina y perra también JAJAJAJAJJAAJA,discredit
1596,@httpsKxv_ Comemela entonces grr,stereotype
1597,"@emahallak17 @claudiociviello Callate la boca la puta madre. . . . . . . . . DEJÁ DE RECORDARME QUE TIRAMOS 3 PALOS VERDES Y MEDIO A LA BASURA POR PERRUZZI, Y QUE ENCIMA BOCA NO VA A PODER RECUPERAR LO 'INVERTIDO' 😒",non-sexist
1598,@TroyanovichD callate hijo de puta q vos te diste cuenta hace 5 meses máximo,stereotype
1599,Te mereces alguien tan HAIKUE PUTA CARAJO DE MIERDA como yo🙄❤️,non-sexist
1600,@Juliococo eso es falso. a Assange lo acusan de violación y acoso sexual.,non-sexist
1601,@Will_SFC1912 @Arielitoedlp @EdelpOficial Cállate brazuca hijo de re mil puta !!!,non-sexist
1602,@Esteban12297663 Gracias. 🐶 Pues comemela. 😏,non-sexist
1603,"Soy español, así que cállate la boca. Jake está diciendo que dejes de hablar en francés, perra, esto es español, aprende tus idiomas antes de hablar conmigo, compañero.",non-sexist
1604,"@LidiaInfanteM @dbravo Porque tú eres una Susana Griso, la típica imbécil crecida en la cultura burguesa del acoso y la denuncia q quiere una sociedad policial en la q pueda refugiar su victimismo cobarde y políticamente correcto (promulgado por los medio",discredit
1605,@_Nakoi tú eres guapísimo hijo de puta,non-sexist
1606,no puedo creer lo que ronca mi perra y encima cada vez más fuerte hijA CALLATE,dominance
1607,@laialamasguapa Te mereces un block por eae comment perra jajajaja,discredit
1608,"Mi gfa me dijo que era una perra y le dije que 'ah fíjate, tu eres mi mamá', si amigos ya pueden pasar a visitarme estoy en la cama 13 del ISSSTE.",non-sexist
1609,Le canto canciones de amor a mi perra y me mira como diciendo callate estúpida 💛💛💛,non-sexist
1610,"RENZO Y LA CONCHETUMADRE!!! HIJO DE PERRA!!!! MERECES LA MUERTE MÁS CRUEL DE LA@PUTA VIDA, MARICON CULIAO. #RevelacionesTormentosas #PerdonaNuestrosPecados",non-sexist
1611,Su novia es puta,discredit
1612,@JoseAMeadeK @aurelionuno Hijo de tu perra como el gazolinazo verdad si ya sabemos que tu eres hechos para joder mas al país o como tu y cordero que decían que en mexicano con 6mil al mes pagaba casa automóvil colegio y no que tanta mamada que sabes tu de,non-sexist
1613,@MohikanoLoco @JustTonight_97 Sé mi putita. Llámame guarra MUERDEME LOS PEZONES ayyyys ve a buscar al niño al cole.,dominance
1614,@BeeluArzola Tu eres la pajera.. perra de mierda k lo unico k saces hacer es abrir tus piernas ..... xk putas las abres si no saves ser madre cojuda.,discredit
1615,"Cuarto. Tienes 13/14 años ¿por qué aún piensas de esa forma? DEJA DE PENSAR QUE UNA MUJER ES UNA GUARRA POR ENSEÑAR SU CUERPO. Empieza a echar cabeza cielo, porque el mundo se te come.",non-sexist
1616,¿En que se parecen las mujeres y las polillas? En que unas comen tela y las otras te la comen. #EnTuJeta,stereotype
1617,"Joder nena, como me gusta cuando frotas tu coño empapado con mi polla y mis huevos, sentir ese calor, tus nalgas sobre mi, tu maravillosa espalda moviéndose tan sexy, quiero follar contigo ahora https://t.co/ejJlOx0loM",sexual_harassment
1618,Mi goals mujer es tener una vajilla súper súper súper súper perra con oro ylm.,non-sexist
1619,A mí no me mires con esos ojos que te como toda la boca. — Comemela. https://t.co/7L2yeCsIMN,non-sexist
1620,"@jotavicio Jajajajaja, yo sé que tú eres la perra pero en está ocasión hablaba de tu hermana.",discredit
1621,¿Que es una mujer inteligente? -un travesti.,stereotype
1622,"@JxstAnAngel No eres aburrido, eres sincero. No es culpa tuya que no te guste la polla de alguien.",non-sexist
1623,@palbarjh @edusolanosolano Es correcto una cosa es acoso pero una violacion Pau tiene razón es delicafob,non-sexist
1624,"Tanto los hombres como las mujeres son descarados,A NADIE LE IMPORTA SI TIENES PAREJA O NO,cuando una tipa es perra le coquetea sabiendo que tiene novia le da igual,y un hombre te echa los perros teniendo novia,entonces díganme uno como confía?",discredit
1625,Dizque que no vaya a llegar un hijueputa al final porque te pego en la cara y no volvés a saber de mí JAJAJAJAJAJ el drama,non-sexist
1626,Querido amig@ Godinez hoy se vale que tu café lleve piquete de vodka. ¡Chingale te lo mereces! —Ningún jefe en su perra vida,discredit
1627,"@diarioshow @soymajulozano Otraaaa más !! Pero no tienen otra cosa que contar ?? Acoso, violacion , manoseo....me tocó el culo....mi Dios ....ya ni el cuco les cree",non-sexist
1628,"@MartuPerez_ O el de los flacos cuando te vienen a decir de todo, o sea, si tu novia es una zorra problema de ustedes no mio...",discredit
1629,"@caamibotella Callate puta , vamos a hacer algo q me aburro",dominance
1630,"@IvanaYojanan “Hijos de la gran puta, salgan enseñando la purrunga ustedes” exclamó la bella y muy inteligente “máster” 🤔",non-sexist
1631,"@Pardobrrisa Te mereces eso y más, porque a mi no me dejas dormir zorra",sexual_harassment
1632,@IrantzuVarela Reportado. Este imbecil nos dice hasta cuando y cuanto nos tenemos que maquillar. Bloquealo. Aburre hasta a las ovejas.,non-sexist
1633,Mi papá me estaba enseñando a pelear y me agarro a upa y el hijo de perra me tiro a la pileta... GRACIAS MI AMORR ME CAGUE DE FRÍO,non-sexist
1634,"@demoniocaotico Es flipante lo que ha dicho, Es la típica persona que justifica cualquier violación o acoso. Pero lo más triste es que puede que detrás de su pj esté un due mujer.",discredit
1635,@PaleKinga Comemela tú a mi a ver si acabas algún día,non-sexist
1636,"La #Arandina leerá un manifiesto el sábado para mostrar su repulsa a la violencia y contra los abusos sexuales al hilo de las denuncia contra tres de sus ya exjugadores, uno de ellos berciano. #Bierzo https://t.co/BMkv5xxpNQ https://t.co/KLLGS68R8P",non-sexist
1637,@CLAUDIABAVEL @AmarnaMiller Pues claro... Porque el tío es un 'triunfador' y ella... ¡Ella una guarra busca fama! Lamentable...,discredit
1638,"Comemela — Solo buscaba algo de paz, me despierto cada día en medio de un huracán https://t.co/zu5bNhG6A7",non-sexist
1639,"Luego de las acusaciones de acoso y violación sexual en contra del productor de cine, la diseñadora podría obtener… https://t.co/tD1qWtNWx9",non-sexist
1640,@greedyaja no u callate cono perra yana,discredit
1641,@pavoacuerda Aqui son acosadores porque les mandan un dm... las haría hablar con una victima de acoso o violación a estas infradotadas para que dejen de hablar estupideces. Asco me dan como mujer.,non-sexist
1642,@Andreea_maartin @TheShooterCoC @Albalovemusic13 Te lo mereces todo❤ Tee adoro perra,discredit
1643,"@mafecontreras8 Tu en tu amplia sabiduría, defineme cuando una mujer es perra",discredit
1644,"@lopezdoriga Y la vida de los niños con cancer perra,que murieron por aplicarles quimios falsas perra? Mereces morir en la hoguera",sexual_harassment
1645,"@gabrielawiener @NewYorkTimes_es Lo que hace Catherine Millet es hablar sobre la violación y el acoso sexual con una ignorancia y una frivolidad pasmosas. Resulta repugnante y demuestra vivir fuera de la realidad. Enhorabuena por tu artículo, Yo te acoso,",non-sexist
1646,"@AlwaysCCamila Se justifica sino tenes pruebas e inventas una violación o acoso. para dejar mal parada a la otra parte, hoy es fácil hacer eso.",non-sexist
1647,@psychodelay Dice Andres que te calles maldita perra,stereotype
1648,@Rubiaaa31 Cuando cumplas 18 te denuncio por violación y acoso,non-sexist
1649,@laragarcia3 CALLATE QUE LO ÚNICO QUE NO TE HAGO ES LA TAREA PERRA DESPUÉS SOY UN A M O R,dominance
1650,"@Adriadpg @maxzgz @buszaragoza Toda la razón deberían limpiar más, y la gente ser menos guarra y no tirar mierda al bus, comer dentro, poner los pies encima de los asientos, tirar papelitos.....",non-sexist
1651,@Poyuelox @FaunaFeminazi Gracias compañero! Hay que dejar claro quién manda!,non-sexist
1652,Por que las mujeres van de a 2 al baño? por mientras una caga la otra le aprieta la cabeza para que salga toda la mierda.,stereotype
1653,@PeyejitoStyle @Zeildoux y tu eres un hijo de la gran puta y tu novia una guarra jajaja,discredit
1654,Por que no se mueren manga de boludos. Acoso es acoso aca y en tu culo chau https://t.co/RnvqHQ59zE,non-sexist
1655,@ojvr__ Acho cállate jodía perra 🙄,dominance
1656,Mi hermano me acaba de enseñar un juego de puzzles de móvil en el que no puedes tocar la pantalla Y ME ESTOY CAGANDO EN LA PUTA,non-sexist
1657,@vikidonda Cállate GUARRA!!!,dominance
1658,"@marfilag Tú eres una zorra con pecado original, no te puedes quedar embarazada como la Virgen.",discredit
1659,@CarlaEUrena @FelipeCalderon Callateeeee !! Puta gallina cacarea !! Ni idea tienes de nada .,discredit
1660,"Catherine Deneuve, usted tan 'culta' y tan imbécil al confundir acoso con galantería.. Ojalá no sean muchas las retrógradas machistas que se unen a su 'movimiento'. #TIMESUP 👊💪",stereotype
1661,Se habla mucho del debate de anoche. ¿Podría SEMEN algún día participar en la política? http://t.co/CAyIM7lw3X,non-sexist
1662,@Marialupe__ Si me pasó. La perra de la ex de mi novio hacia lo mismo lo chistoso es que el sabe que pongo & que no. Todas ridículas.,discredit
1663,Hay varias paginas de feministas a las que deberia darles verguenza exponer sus ideas ya que no tienen ni pies ni cabeza,stereotype
1664,@Luiisspm @YouTube Cállate perra al rato empedamos 🤙🏼,dominance
1665,"¿Mojigatas, moralinas? ¿Neta? ¿Por estar en contra del acoso sexual y la violación en el trabajo?",discredit
1666,"@anaisbernal Todo muy logico, que escoria de gente...",non-sexist
1667,"Mis papás me enseñaron a ser agradecidos, así que te agradecería que te fueras a chingar a tu puta madre pinche culera.",discredit
1668,¿Quién les enseñará a los hijos fe puta a ser hijos de puta?,non-sexist
1669,Si maltratas a un animal sos un hijo de puta y te merecés vivir de la peor manera,discredit
1670,"@inmasug @FarrePuri @KRLS Claro,ha servido para darle en la cara al PP una ostia.Ahora empieza el acoso y derribo del PP contra la Arrambada.",non-sexist
1671,@everian777 @Zurine3 @karlitosway41 Puf. Vale. Para ti la perra gorda. Matar está mal.,discredit
1672,"@sofialorennzo Ya, ni los hombres somos todos malos, ni las mujeres son todas una putas, simplemente hay muchas putas y muchos hijos de puta pero no todos somos así, creo que concordamos en eso jaja",non-sexist
1673,Esta chica denuncia una violación invisibilizada y lo que os preocupa es que diga que el agresor tenía polla. Sois imbéciles. https://t.co/ZeBi9EIIR1,non-sexist
1674,"@ah0gadx Nerea callate la puta boca, y aprende a jugar más campeones chone",dominance
1675,@JesusSanchezJi4 Solo hago lo q me enseñaron Ser una #puta,non-sexist
1676,"@29valerdz Uy mejor me pongo a ver tu tw en vez de ver Teresa, tu eres la mas perra",discredit
1677,"Internet se nos fue de las manos y muchas vidas la están pagando ahora. Suicidios, acoso, violación a la privacidad, exposiciones innecesarias, robo de identidad... y no se está hablando mucho de ello. No como deberíamos hacerlo. https://t.co/0IhzzOlSrt",non-sexist
1678,Por violación y Acoso sexual https://t.co/TSRoNVRY22,non-sexist
1679,@mundodeportivo @AntoGriezmann Poco os mereceis hijos de puta 😂😂😂😂😂,discredit
1680,@Laloydoris Tu eres tu gozando como una perra,discredit
1682,"@LeonDeJapon Jajajajajaja tu eres uno, diego jajajajajaja mentira perra perra perrraaaaaaaaaa de mierda jajaja ♡",discredit
1683,"Y en que quedó lo del acoso, violación y etcéteras de hace 2 semanas? Se hizo denuncia a la policía? O todo se fue en el timeline como siempre? Si alguien me actualiza porf!!! 🧐",non-sexist
1684,Cuando veo otra puta que llega a tw a enseñar las chichis para llenar con extraños el vacío que dejo una figura paterna en su vida. https://t.co/agAgQhVip3,discredit
1685,El acoso sexual empieza a destaparse en la industria musical: poderoso magnate acusado de violación por varias ... https://t.co/g8ZpzWEWeS,non-sexist
1686,"@TowandaRebels Y, cuando sí lo somos, como no encarnamos a la puta sufrida y avergonzada que vosotras llamáis 'la puta de verdad', nos desacreditáis llamándonos 'privilegiadas'.",discredit
1687,@lauty489 Merecias ser ahogado hijo de perra pero mildis,non-sexist
1688,"@sr_hater_ Guarra es la persona que no se lava, no una chica libre de enseñar lo que quiera y como quiera :)",non-sexist
1689,como puede ser que justifiquen un acoso o una violación porque 'estaba borracho' loco yo también el finde estaba borracha y no por eso viole a una mina DEJEN DE JUSTIFICAR MACHITOS,non-sexist
1690,5. El típico gilipollas que te grita puta y de todo por llevar un escote o ir enseñando un poco las nalgas. VOY A VESTIR COMO YO QUIERA SUBNORMAL DE MIERDA.,non-sexist
1691,"@prssrx yo podría ser un terrorista e ir facilmente en burkini por la playa sin ser detectado, acercarme a tu familia mataros a todos.",non-sexist
1692,@AlejoIgoa @igoaftbau BIAN LA PUTA MADRE TE LO MERECES MAS QUE A NADIE,non-sexist
1693,"@daleleoncl Golazo en la cara de la zorra AlexiZ ZáncheZ, que estaba en el estadio esa tarde, y que quería que Cobreloa fuera campeón... no sin antes haber dicho que soñaba con volver a jugar en colocolo. https://t.co/OHuf9q9gLs",stereotype
1694,Es odioso ser perra con mi madre pero te juro esta mujer es insoportableeeee Ok,non-sexist
1695,"Zorra Colau,amante de moros,pensando en votantes.Si tú eres atea desgraciada!!! https://t.co/Fv38CCZOUv",discredit
1696,"Me levanté de malhumor cc. Hoy no esto pa esto. Cállate la puta, boca https://t.co/808mlKYMo8",non-sexist
1697,@Barbijaputa Por suerte sigue siendo lo suficientemente imbécil para decir 'cuando vamos a dejar de vernos como rivales' para que la gente no piense que ha aprendido al respecto.,non-sexist
1698,Buscate una limpia y delgada que gorda y guarra se te hara. (Consejo para el que quiere casarse),stereotype
1699,@anaisbernal Es un completo imbécil al que le siguen muchos como él que tratan por todos los medios de tergiversar una realidad que no les conviene.,non-sexist
1700,@AldoGarFer Tu eres mi perra en beer pong,non-sexist
1701,le tengo que enseñar a mi perra a cerrar la puerta porque la abre y no se da cuenta de quE TENGO EL AIRE PRENDIDO,non-sexist
1702,@MaEmiliaSoria: Sos una yegua! Tu viejo se afano todo! Un putañero y tu mafre una asesina! Por favor cállate encubridora de mafiosos!,discredit
1703,Cuando te dicen que tu mujer es una perra!! https://t.co/dugyoVKqM3,non-sexist
1704,Estoy enseñándole a mi perra a dormir en su camita y no conmigo y resulta que a la que había que acostumbrar es a mi😭,non-sexist
1705,"Pinche zorra — porque, tu eres puto https://t.co/WShh423ejM",discredit
1706,"@mlalanda @NoInvisibles @nichkle89_klein @lanuevaespana A ver, con Franco eso no pasaba porque en lugar de curarte (si al medico de turno además de su sueldo no le pagabas la consulta) te dejaba morir de pulmonía y el año que siguiente ya no te volvías a ",non-sexist
1707,@anaisbernal Puta envidia de la juventud y de la libertad.,non-sexist
1708,@Relatofeminista Mucho imbécil suelto por el mundo.,non-sexist
1709,"La casa de mi novia es la puta leche, vecinos streamers, casa del porno, lo tiene todo!",non-sexist
1710,Que hace una mujer fuera de la cama? Turismo Y fuera de la casa? Turismo internacional Y en el supermercado? Turismo comercial,stereotype
1711,"'Nel, perro. Cállate. Vete a la verga. Voy a dirigir Star Wars, perra.' Y así es como con comentarios sobre su grandiosidad, Trevorrow defendía The Book of Henry y logro conseguir a actores del calibre de Naomi Watts y... Naomi Watts, ¿por qué?",discredit
1712,'Easyjet quiere duplicar el número de mujeres piloto' Verás tú para aparcar el avión.. http://t.co/46NuLkm09x,non-sexist
1713,@verobecker Por la violacion de la democracia en Centro y Sur América. .. donde la escoria de izquierda quiere imponer su fracaso.,non-sexist
1714,Vuestras madres no son tela pesadas enseñándoos vídeos d mierda del wha kno hacen NI PUTA GRACIA????????,non-sexist
1715,"@cristinabernxl Y bien que hace. No eres ninguna guarra por enseñar tu precioso cuerpo. Eres preciosa y los que piensen lo contrario, fuera. 🙄💕",non-sexist
1716,@NunkMasKK CALLATE IMBÉCIL. LA GENTE MARCHA CONTRA EL GOBIERNO HIJO DE PUTA QUE TENEMOS 😒,non-sexist
1717,@Raviolsquad callate se me ve perfecta perra,dominance
1718,puta q odio la voz chillona d la perra d Spotify CÁLLATE POR FVAOR NADIE VA A PAGAR ESO,derailing
1719,Miles de mensajes de: 'Menuda guarra' 'Es una zorra enseñando' 'Así luego se quejan de las violaciones',sexual_harassment
1720,"@Zurine3 Las prostitutas estarán hasta el coño de ti Pablo Fernandez, putero de mierda!",sexual_harassment
1721,Únete a SEMEN!! http://t.co/SADfduwmgE,non-sexist
1722,@montcavazos tu eres mi hermana perra,discredit
1724,Típica respuesta de gorda...: http://t.co/E4VgERSomC,stereotype
1725,"@_Noel_Pereira2 Definitivamente tú eres un grandísimo hijo de puta, el coño de tu madre! Si el escenario es Negro para ti es Blanco. Siempre juzgando a dividir y llevar la contraria. Te propongo algo, deja que te coja un Burro con los ojos azules",discredit
1726,Lo de ir al game es para las Origin cards estas de polla porque no todos disponemos de una tarjeta de credito para comprar nuestras mierdas EH BURGUESES DE MIERDA,non-sexist
1727,"Antonin anda de zorra regalada y seguro hasta hace gritar de placer a su 'mejor amigo'. Cariño, tú mereces mucho más que eso, ¿... — Porque soy un idiota, pero un idiota feliz por el momento. Siempre optimista, anónimo, siempre op... https://t.co/UPyYDQKEC4",discredit
1728,Loba callada antes que la perra ladrando,discredit
1729,"Hoy, en cosas que se leen por twitter, presentamos: Los piropos son acoso, machismo, violación y todas las gilipolleces que usted pueda imaginar. #Gilipollecesdetwitter",non-sexist
1730,@YolandaNeed Callate perra yo hago lo que quiero,dominance
1731,Hay que ser tonto para poner el tuit de la bomba con la foto del niño con la polla en la cara un mashup de baneos,non-sexist
1732,Pues si la verdad si yo enseño la polla por internet aceptaría con resignación una violacion https://t.co/n4mXClKBGJ,stereotype
1733,"@GastonE58 Callate, no te metas con mi perra 😑",discredit
1734,"@aurelionuno @lopezobrador_ Cállate pendejo de mierda. Mentiroso hijo de la gran puta. Culero, cobarde, puto e hijo de tu repinche madre.",stereotype
1735,"El problema sieeeeempre del alumno. No es que los alumnos no quieran aprender, es que no tienes ni puta idea de cómo tratarles y enseñarles.",non-sexist
1736,"@IrantzuVarela A ver si es que te piensas que el problema es solo de los hombres, lo cuales no todos son así, porque las mujeres sois incluso peores, e incluso entre vosotras mismas. Madura anda, que aun te queda camino por recorrer.",non-sexist
1737,Igual tú para follarte a alguien te fijas en su personalidad pero en una APP que es para FOLLAR no todos tienen que tener el mismo criterio.,non-sexist
1738,"@DavidZ_CR @muriRooster @Santiag470 @SurgicalGolem Por una puta vez que me quedo callada me echáis mierda, pues no sabéis con quien os habéis metido.",non-sexist
1739,@Zurine3 Quienes han sacado esto no han comido un coño en su vida no? Porque no creo que el maquillaje tenga buen sabor,non-sexist
1740,@KLAN_YAKUZA que rico .. follarte hasta dejar mi leche chorreando en tu culo waoo,sexual_harassment
1741,"@incredi_boi Por lo del productor que acusaron varias actrices de violacion o acoso. Una dijo que meryl sabia y no dijo nada, Meryl despues dijo que era mentira que nunca supo nada y ahora en eeuu hay pegados carteles en contra de ella",non-sexist
1742,@ChuySibillaO Tú eres perra y borracha!,discredit
1743,"Me despierto con mi vieja gritandome 'Se murio el perro', la puta madre, esta mujer es peor que yo con las bromas",non-sexist
1744,@perfilcom @CFKArgentina Esto te mereces hija de puta https://t.co/mcvYYHvJg8,discredit
1745,"@EdBatiPoeta Cómo le hacen, yo no puedo ni enseñar a dar la patita a mi perra.",non-sexist
1746,"@Albiitanolove @JRuizOrtiz96 Una de dos, o dices que todas las mujeres son tontas, o no tienes ni zorra idea del significado de las palabras que usas, Por otro lado, 'maricón' es muy despectivo, a ver si vigilias un poco esa homofobia que estamos en el si",non-sexist
1747,@CandeCent Ute tranquila mí amiga me oio? Si querés que no te joda la vida te quedas callada perra hijaeputa y pásame el abon candesita! Cuale son tus cosquillas nene,stereotype
1748,@natalia_mhg LLEGÁS A DECIR QUE ME VIOLE A ESE ÁRBOL Y TE PEGO UNA PIÑA EN LA CARA QUE TE VA A DEJAR UNA MARCA DE MILANESA A LO BATMAN ahre,non-sexist
1749,En que se parece superman a una mujer lista: En que los dos son personajes de ciencia-ficción.,stereotype
1750,@TowandaRebels Soy puta y sois las mujeres más repugnantes que espero nunca tirarme a la cara nadie nos obliga y NO ME VIOLAN,sexual_harassment
1751,@beyondthesvn no lo eres. callate jode. hostia puta ya no te digo la gira que estoy intentando sacar maldito,non-sexist
1752,"@VilxSouvenir El de perra me luce pero tu eres tan perra que ni te agarra. Te quiero bebé, el proceso está siendo increíble, el siguiente paso es que yo te maquillaje, vas a quedar perfecta.",non-sexist
1753,@PuTitaTrevi Las dos preciosas pero tu eres más mi perra,discredit
1754,@bianlandaida_ @DelffiSalinas QUE ZORRA TE MERECES LA MUERTE,sexual_harassment
1755,@victorACDZ @yael_diaz Tu cállate alv perra envidiosa 🌚,dominance
1756,@rubencds Callate sapo! Puta tu abuela pendejo,discredit
1757,"@Mzavalagc Pinche-perra asesina de los niños de la guarderia abc.vete tu eres la peor delincuente, corrupta ratera, asesina , mierda, chorrillo, de la mierda llamada calderrata y de todos los- delincuentes quevte rodean-solo- caca- tienes en tu asqueroso ",discredit
1758,"@Darkeph Ella es más bonita, tú eres más perra.",discredit
1759,@Barbijaputa A mi perra me la tienen frita!!,discredit
1760,@julipozzi33 @Iruustevenot7 Cállate puta,sexual_harassment
1761,@Barbijaputa Cómo que no? El mítico 'y mi coño lo disfruta' jajajaja.,stereotype
1762,@ClaseObreraSXX @PayLark4 @Relatofeminista Si no estoy apoyando su ideologia soy un machista hijo de puta asesino resentido social,non-sexist
1763,@fidgetspintana callate perra tonta,dominance
1764,@carolgrillito @marcelaguinaga @MashiRafael cállate perra,sexual_harassment
1765,"@britneyspears Perra te lo mereces, esa presentación de WORK BICTH estuvo a tu altura, por fin le hiciste justicia a la canción y al álbum Britney Jean al presentar la canción en un programa de TV luciendo hermosa, acuerpada y subliminal",discredit
1766,"@Antoo_1704 Estuve 7 HORAS ayudando a mi perra para que tenga a los perritos, hace 2 DÍAS que no dormía jajaja me lo merecía",non-sexist
1767,Le pone la polla en la cara a su madre para ver si reacciona https://t.co/6aJ0D8DwJP #videosxxxmaduras #milf #mom #mature #maduras #maduritas #xxx https://t.co/hRjN9RzAUJ,stereotype
1768,"Sois igual de sucios, hijos de puta y vais predicando valores. No merecéis llevar ninguna camiseta, al retiro @SergioRamos @DaniCarvajal92 #ElClasico",non-sexist
1769,@AgustinLaje Y seguro después denuncian por acoso y violación a los pobres hombres que trataban de separarlas,non-sexist
1770,"@DalasReview es que cállate, cállate porque no tienes ni puta idea y ojalá te pase lo mismo que tú no te crees que nos pasa a las mujeres, me importa una mierda que leyendo esto pienses 'wooow vaya feminista deseándome eso', vete a la mierda, sigo teniend",non-sexist
1771,"Pobre JP no se merecia ser traicionado de esa forma tan ruin y sucia, esa zorra que iba de enamorada pero luego lo vota traicio... — Pero si Ashley no iba de enamorada, JP era un perrito faldero de Chrissy así que nose donde ves q... https://t.co/WjlNyOf1HE",discredit
