,id,text,label,misogyny_category,target
1563,2696,@screamuel Callate ya pesado! Contándome tu puta vida,0,0,0
1275,1765,"@britneyspears Perra te lo mereces, esa presentación de WORK BICTH estuvo a tu altura, por fin le hiciste justicia a la canción y al álbum Britney Jean al presentar la canción en un programa de TV luciendo hermosa, acuerpada y subliminal",1,discredit,active
120,404,"*tells my grandma me and Daniel are fighting “ayyyyy pobrecito mi hijo, tú eres la perra desgraciada” https://t.co/7cDzbuouGO",1,discredit,active
2486,2101,"@bubyeckmann @EviBlink21 @RubenGHRV Como eres tan plasta niña. Callate ya la puta boca mojabragas, ridicula",1,discredit,active
453,2828,YA CALLATE HIJO DE TU PUTA MADRE TENGO COSAS QUE HACER Y QUIERO DORMIRRRR PARA EVITARLAS,0,0,0
2475,1960,@NereaGHRV @DOBREFAMILY_ Callate pesada! Reventada! Que el esta en la casa y tu en la puta calle desde la primera semana!,1,dominance,active
658,85,"@Relatofeminista Hemos empezado de puta madre, si seguimos este paso llegaremos a las cuevas antes de que rajoy diga la próxima gilipollez",0,0,0
137,2209,MI GANADORA GRACIAS! TE LO MERECES!!! ERES LA PUTA VOZ ❤ @AlbaGilLaVoz #FinalLaVoz,0,0,0
1466,837,@Fernanda55E Tu cállate perra,1,discredit,active
914,2541,Así que tú eres el hijo de puta que se está comiendo todos los ñus... Vente que vamos a hablar https://t.co/E7H7lsvFic,0,0,0
7,2154,"@abiipaolinelli Callate que con vos tampoco se puede ver una puta película, gila",0,0,0
1956,1216,"Mientras no te afecte, cállate la puta boca, que os la sude lo que haga la gente, pesaos, cansinos, callad ya uf",0,0,0
1524,880,"Ya me joderia demostrar que soy racista, etnocentrista, machito y frivolizar con el acoso y la violacion en 4 lineas. Que miedo da perder privilegios eh https://t.co/jdrs9wOsZn",0,0,0
1488,3273,"@Axioma_649 Si, lo sé! Bueno hija de puta que tú eres guapísima jajajajjaa Pero veo esa patología en chicos jovenes a los que trato. La estoy viendo mucho por desgracia",1,discredit,active
2095,1394,@Ndemoniado @Zurine3 Que coño que vivan las putas libres,1,discredit,passive
867,1751,@beyondthesvn no lo eres. callate jode. hostia puta ya no te digo la gira que estoy intentando sacar maldito,0,0,0
3056,3316,"@sofiaarranz_ @carmela_garcia_ Callate zorra, ya tengo suficientes enemigos.",1,discredit,active
135,3192,?!!?!?!?!?!?!?!!?!?!?????????????!?!?!?!?!?!?!?!?!?! estoy explotando hija de puta callate https://t.co/pb6xDeMlrj,1,discredit,active
2371,2242,"@madruga_8 Tú eres un hijo de la gran puta subnormal cuando te vea te voy a meter tantos puñetazos que te voy a dejar la cabeza como una tele de plasma hijo de puta cabron, vete a la mierda desgraciado que hay que ser muy cabron pa hacer esto no tienes co",0,0,0
2506,2542,"@jhasmani_campos Cállate hijo de tu puta madre, traicionero cabrón te vas al Salqui cabrón, te tenía como ídolo ahora te deseo la muerte, traicionero, vergüenza pendejo. Maldito pasaste la vereda.",0,0,0
2384,2198,@sandrita_ank @Uber_Chile Hijo de puta. Se merecía una pateadura.,1,discredit,active
2186,2486,"@DarkPunisher00 @mauriciomacri CALLATE BOLIVIANO K ,LA RECONCHA DE TU PUTA MADRE ,UDS QUISIERON QUEBRAR Y HACER MIERDA EL PAIS . AHORA TU KCHORRA LE SACAN LOS FUEROS Y VAN EN CANA .",1,discredit,active
3302,1419,"No hay nada que merezca más la pena, que mi perra 🖤",0,0,0
1583,230,Pq la canción esta bien puta y tu eres tan puta que la cambias https://t.co/sKeH55PaIq,1,discredit,active
2222,2183,@BeeluArzola Mereces Lo Peor Hija De Mil Puta! Ojalá Nunca Más Vuelvas Ah Ver Ah Tús Hijas Basura..,1,discredit,active
2616,2954,@Criscg2 @s0ymia Tú eres un@ niñ@ que no sabe nada de la vida cuando te toque pasar hambre me voy a reír en tu puta cara,0,0,0
256,739,"Claro pero luego el rap, los chavales q improvisan y rapean 'lo único q saben decir es tu novia es una zorra, tu madre es una puta', seguro q sí... no tenéis ni idea. @SmoothArkano eres ENORME. https://t.co/fSKLbVFxKS",0,0,0
2654,2082,@_mariaps En la cárcel es donde mereces estar pedazo de mierda. Pero con las presas 'buenas' ya me entiendes hija de puta,1,sexual_harassment,active
3038,2798,"Kirei, mereces una muerte lenta y dolorosa hijo de puta. #FateZero",0,0,0
2079,3223,@sadnesscox Cállate un rato zorra quema,1,dominance,active
471,91,Me encantaria darte unas nalgadas ricas ❤ — A mí me encantaría pegarte una hostia en la cara https://t.co/rUKwwVXlxm,1,sexual_harassment,active
943,912,Mira si llega a las 1000 visualizaciones me pinto una polla en la cara y lo subo,0,0,0
2632,515,"Subiendo y bajando por mi polla, tu coño estrechito y jugoso, siempre apretado, haciendo una presión que me asfixia y me da placer, quiero correrme dentro de ti https://t.co/oe2JBGcr4Q",1,sexual_harassment,active
2572,1440,"Por que las mujeres tienen cuatro labios: los dos de arriba para decir tonterias y los dos de abajo, para arreglarlas",1,stereotype,passive
2905,2679,"PA Q TU ME RECLAMAS, HAY MILES DE MUJERES Q DICEN Q ME AMAN PERO TU ERES LA PUTA Q SIEMPRE YO MONTO EN EN LA CAMA",1,discredit,active
250,1820,Esto también es violación y acoso aunque sea de una mujer a un hombre. De nada. https://t.co/HNqzUFpS13,0,0,0
723,607,"Me compré unos tacones rojos perra pasión, yo no se porque ando desperdiciando en esas tonterías pero cautivaron demasiado mi atención 👠",0,0,0
2194,1063,Zidane eres un hijo de puta. Un hijo de puta. El más hijo de puta de todos. Tú eres el ejemplo cuando hablamos de hijos de puta.,1,discredit,active
2458,598,@hydrasitoo Mira hydrox de los cojones se me está inflando la puta panocha ya cállate un puto mes cabezabunque,0,0,0
1219,3130,"@crematsdrom IMBECILES, no valeis ni para carreteros, sois pura escoria, los alemanes cuando expoliaron sabian lo que hacian inútiles, hasta para robar sois idiotas",0,0,0
3052,1966,"@NThundurus No tienes globitos en tu perfil, que te follen zorra no mereces vivir,",1,sexual_harassment,active
2080,304,"@afrikaner Y está perfecto, hay muchos feminismos, pero se están peleando con la nada denunciando que violación no es lo mismo que acoso.",0,0,0
230,1869,@Zurine3 @robotronk1 Así no me como yo un coño ni de coña.,0,0,0
1763,2443,"'Ya lo tenia compa, al chile me agarraron, le iba a dar en su puta madre'... Cállate joto y dale un vergazo...",0,0,0
2392,1364,"@ainoatundidor3 Callate, q tu si q t presenta. Pedazo d perra",1,dominance,active
1913,61,"@vanessagirona @KRLS @mossos Vienes a las mías..., 'políticos' no España, con Franco eso no pasaba teníais lo que queríais, todos por igual, el fanatismo por la independencia llegó después con atontaos a los que votamos, yo soy de c's por innovar no por o",0,0,0
48,893,@pixurraa de puta madre chaval notable se lo boy a enseñar a mi madre,0,0,0
415,3079,@AlvaritoMorales Eres el mas estupido comentarista que existe en verdad tu eres una escoria para la profesion!,0,0,0
811,1988,@IrantzuVarela Claro porque todo lo que hace un pene esta mal y todo lo que hace un coño es maravilloso... A ver si te tropiezas con todas tus generalizaciones,1,stereotype,active
2138,2647,@floorperaalta @LeooAntonelli Cállate vos Puta de mierda,1,discredit,active
2388,280,@ladivaza Vamos DIVAZA TU PUEDES 💝👑 TU ERES LA MAS PERRA ❤🎆👑,0,0,0
2702,3281,"@rossi_delfina Cállate hija de puta. Se les va a acabar la fiesta, el pueblo en las urnas los está castigando",1,sexual_harassment,active
2907,2313,"No me gusta el queso una puta mierda, huele mal y sabe peor, que pasa? Algún problema? Con las tonterías ya",0,0,0
2358,188,"El problema con la violación y el acoso si son un problema cultural, que uno hable de machismo no quiere decir que uno hable de la santidad femenina. Hay mujeres machistas violadoras/acosadoras, las hay",1,discredit,passive
2497,2121,@RicardoPatinoEC @ODigitalEc Callate maricon hijo de puta caga sabana y narcotraficante ya largate del pais chucha de tu madre que chucha quieren ya robaron ya llevaron droga en la valija diplomatica a belgica y no se que mas chucha quieren ya robaron y s,0,0,0
1997,641,"@bot_11109 @elchiringuitotv @Borjamazarro8 Uno mas imbécil dirás,hasta la polla ya estaba la gente con las payasadas de Alves y neymar...",0,0,0
2156,64,"Soy caga palos y que! Pagame a la madre y callate el pinche osico perra ,antes que te valla peor hija de puta 🇲🇽😈",1,discredit,active
1200,845,@shachuasg @katyperry Cagado! La mujer es perra perra perra,1,discredit,active
664,1391,"ANTONIO ADÁN(JUGADOR del Betis)canta en el bus: 'Mi novia es Sevillista y es una puta más' DENUNCIABLE. ES UN IMPRESENTABLE, MAL EDUCADO. #Sevillafc #Béticos #BetisDeportivo #Betis",1,discredit,active
2664,2741,"@BeaVMBelieber Cada uno va como quiera, cállate la puta boca.",0,0,0
614,2993,"Sois sucia y puta basura, se merecía ser favorita Amaia con toda la razón del mundo",1,discredit,active
127,1712,'Easyjet quiere duplicar el número de mujeres piloto' Verás tú para aparcar el avión.. http://t.co/46NuLkm09x,0,0,0
3085,2665,"Ojooooo que Adán la lía, en el autobús mientras celebraban la victoria, decía esto: 'Mi novia es sevillista, y es una puta más'",1,discredit,active
2696,699,Voy a enseñar a la perra Celia a arremeter el edredón. Hoy está para ello.,1,discredit,active
3118,1894,"Que no es presunto 🐍 @informativost5 que ESCORIA😈 es CULPABLE del ASESINATO,DESAPARICION,SECUESTRO Y VIOLACIÓN de #DianaQuer angelico 😓🌷💕🐾🌛 D.E.P que este ESCORIA😈q su trastorno solo es #HijoPutismoAgudo va a pagarlo 😈😈 #TodasSomosDiana 💕🐾🌛",0,0,0
1044,1446,Casi lloré en esta parte del capítulo. Fue perra pero no merecía tanto. https://t.co/A9aaecTVpx,1,discredit,active
393,1103,"@AguussOpperttii CÁLLATE CARA DURA HIJO DE TU PERRA MADRE, me clavaste el visto después de 3 mensajes preguntándote que te pasaba, te voy a dar un trompon gil.",1,sexual_harassment,passive
2003,139,@Laura99CM Ahora que me has faltado el respeto te lo puedo decir por fin: ¡A fregar puta!,1,discredit,active
2116,107,@KPLong4 @cuenta_C @A3Noticias que te calles la puta boca esa de sapo que tienes,1,dominance,active
877,2097,"@politicomx @VicenteFoxQue cállate pinche viejo guango,tu fuiste un hijo de puta farsante,te alineaste al PRI,y hoy estás de lame huevos",0,0,0
2168,3264,@xiuvoice CÁLLATE ZORRA,1,discredit,active
2224,2441,"@Orii_zapata Callateeeee, Si serás hermosa la puta madre!!!! Te amamos",0,0,0
770,922,"@carolino54 Tio ke Guarra ke eres Parece mentira ke te tirases 50 años de criado de los Ayala y no te enseñaran modales. Tendrás ke lavarte la boca con lejía como te hacían tus señores cuando decias tantos tacos. Ke vocabulario mas soez,¿Donde lo has apre",0,0,0
1017,1817,@Brigitte_Grey Perra /\ te enseñaré lo que es el nuevo orden mundial,1,sexual_harassment,active
66,2325,"@PatoBullrich hija de puta, asesina, pará con la represión!! Hasta piedras tiran los gendarmes, mereces la muerte momia hija de puta",1,discredit,active
949,2414,@soyasisoydelgi Sos una hija de puta no te mereces otras palabras,1,discredit,active
1930,2139,'Que ningún hijo de puta os de menos de lo que os merecéis.',0,0,0
2464,939,¿Que es mejor cagar o follar? ¡Cagar! porque después no tienes que estar dandole besitos al bater durante media hora.,0,0,0
2066,1034,@ash_london mas odio asi ti aunque intentes ignorarlo hija de fruta te metiste con nuestro bebé ahora jodete perra y deja tu hipocresía,1,discredit,active
1322,1489,Hoy a la mañana la perra ladraba y sabrina le gritaba callate hija de puta omg madrazaaa,1,discredit,active
2575,12,"Miss perra: Valentinaaa amo mucho tu icon y header son re lindos,te mereces todo con tus ídolos y te mereces tanto abrazar a camila & ariana *al igual que todos tus ídolos*tu cuenta en general es perfecta y una de mis favoritas, eres una personita muy especial para mi+",0,0,0
2126,1273,@Milagrosfe Vos extrañas solo a tus amigas perra. Callate,1,discredit,active
58,997,"@psicohongo Eres escoria, vergüenza me daria ser tu o tener que ver algo con una persona tan imbecil como tu, fuese o no un idol no quita que fuese una persona y merece tu respeto igual que  cualquier otra asique haznos a todos un favor y borra el tweet o",0,0,0
1172,1227,"Ya hice copy-paste del mismo mensaje a toda la gente que se merecía un saludito en este año con mi perra a upa aullando como un lobo, así que me voy a ir a dormir. Saludos a todos.",1,discredit,active
197,2625,En serio Seokjin no esta entre los rostros mas guapos??? Me quieren ver la cara de estúpida EL MERECIA EL PUESTO NÚMERO UNO HIJOS DE PUTA,0,0,0
2147,857,@iAmGuillin @laimarie30 *Entra Héctor El Father al chat* ¡Si tú eres una perra pues yo soy más perro! y que se joda. 😂,1,discredit,active
2433,2692,@GuilleLobo Callate la boca pedazo de hijo de puta. Doña Rosa con micrófono.,0,0,0
709,1278,que es eso de hacer un dia harry otro liam otro zayn SE VEN RIDÍCULAS vuelvan a facebook hijas de puta,1,discredit,passive
2505,639,"@telecincoes @gusgonzalves Te mereces quedarte sin nada¡Tu crees que si a la mujer que yo quiero le llamaran puta yo no me iba a levantar....Y ADEMAS QUE MAS DA ,SU TRABAJO ,VAMOS A VER,ERES UN COBARDE Y UNA MIERDA DE TIO,Que decepcion...mas vale quedarte",0,0,0
2813,2539,@lammothsenpai el simio fuenlabreño al cual tengo que ver más a menudo. Eres un tío de puta madre y te mereces lo mejor del mundo. Espero que en 2018 te vaya todo de lujo y empieces por la puerta grande.,0,0,0
2398,2360,"Que hija de puta,no creo que ningún chico en el mundo se merezca lo que le hico esta mina a sus hijas. Espero... https://t.co/Guv8DoEwLj",0,0,0
832,962,"@danielanatt Callate que ni me contestaste, ahora te voy a ignorar puta",1,dominance,active
1747,2002,@Csanchezberzain @DLasAmericas Callate hijo de perra no soy masista. Tu eres de la misma calaña q quintana. Hijo de puta no toenes moral para reclamar nada. !!!,0,0,0
1550,534,"@laverde1976 Podrá sentir lo que usted quiera, pero no es violación ni acoso sexual. Y es usted quien debe detenerlo.",0,0,0
1338,95,Eres una perra que no merece a sus amigos — ¿Quieres ser mi amigo/a? Tal vez a ti sí te merezca. https://t.co/NjEcj00Z9a,1,discredit,active
854,1526,@Vampiregirl_83 ¿Porque no te prostituís guarra ? Aprende a respetar a otros fandoms o que ¿buscaos atención?,1,discredit,active
977,523,@SantiagoPovedaM Cállate Perra! 😙,1,dominance,active
940,1837,@YeniVilcatoma2 @AlbertoBelaunde Perra sinverguenza tu eres parte de la mafia fujimorista.,1,discredit,active
2955,1122,"Todos: -#NoTodosLosHombres -PPK, presidente de lujo -Perú no va al mundial 2017: Já, ilusos.",0,0,0
1148,828,A fregar guarra @Barbijaputa,1,dominance,active
3177,2344,@auronplay @Esteban_Alva_ Jajaj que gracioso kion cuando dise no pares de ablarme raul y despues callate hijo puta,0,0,0
1723,471,Guarra se folla a Papá Noel en un autobús https://t.co/YUseYMe6ss https://t.co/jGhp8RBRUo,1,discredit,active
582,530,"@juanfecid Soy pejezombie animal, si soy el lider de los pendejos y tu eres mi perra, eso que te hace a tí? 😂😂😂😂😂😂",1,derailing,active
744,1980,"¡JODER, QUE TE CALLES PERRA!",1,dominance,active
2929,601,"@____crlsph No fue de violación ni de acoso ni nada, sino de irresponsabilidad y ni siquiera da la cara",0,0,0
1227,1764,@carolgrillito @marcelaguinaga @MashiRafael cállate perra,1,sexual_harassment,active
1204,2992,@Habubus_ PERO QUIEN ES. MATEO ahora tu eres mateo y m voy a la puta,0,0,0
1623,3036,@el_pais Tu te as ido por que no tienes ni puta idea de lo que es un hombre de idea tu eres un chaquetero fascista naci,0,0,0
1509,1738,"@DavidZ_CR @muriRooster @Santiag470 @SurgicalGolem Por una puta vez que me quedo callada me echáis mierda, pues no sabéis con quien os habéis metido.",0,0,0
992,1493,@TuGolosa69 Delicioso culo para montarte como te mereces deliciosa perra,1,sexual_harassment,active
2958,254,Ayuda para difundir el Movimiento SEMEN!! @HumorNegroo RT SEMEN!,0,0,0
2424,2283,"@dparamooficial Eres un hijo de puta! tú eres el que nos crees tontos, todos tus comentarios son vendidos. Déjate de mamadas y mejor dinos que todos los políticos están mal menos los del PRI",0,0,0
2832,2065,"“Mi novia es sevillista y es una puta más...” Palabras del portero del Betis, Adán Cosas como estas, donde se ataca la imagen de la mujer sin más, es las que deberíamos condenar y corregir #Verguenza",0,0,0
1688,595,Jejeje 'Puta Madre .... No me lo saques' jejeje tú eres lo máximo Kendall https://t.co/8cDbJPVYJq,0,0,0
778,2512,@Kaetunga Puta bida en verdad. Aunque me tienes que enseñar arcopoli cuando vuelva pls,0,0,0
2753,701,@jabuffarini te mereces lo peor hijo de puta. Preparate para la rotura de ligamentos mala leche de mierda. Bostarini la concha de tu vieja. Nunca mas un ídolo en mi vida son todos garcas.,0,0,0
1036,1466,Guarra buscando a un abuelo por la ventana https://t.co/A21y8EVnUA https://t.co/emkE1Ub5JA,1,discredit,active
982,2516,"Ósea se merecía lo que le pasó por puta, descuidada, mochilera y ofrecida verdad, querido cisticerco? https://t.co/ywl2G76Fxi",1,discredit,active
1344,2795,"Si alguna vez te trate como una princesa perdoname, no te lo merecías sos una puta.",1,discredit,active
1378,2575,@federicoalves @ConCiliaFlores Tu eres imbecil hijo de puta vendido. Ojalá te maten.,0,0,0
2874,1957,@CervantesFAQs Rodrigo Lanza es un asesino y tu eres un hijo de puta malnacido,0,0,0
2227,2693,@Vegan_GirlPower No hay que enseñar a los estafados por los bancos como no quedarse en la puta calle. Sus empleados deben saber practicar banca etica.,0,0,0
2730,2051,"Que asco la concha bien de tu madre, ortiva hijo de puta te mereces lo peor https://t.co/8SWUpqjrvj",0,0,0
913,69,@ERROR14501 @BIZARROMAN09 Callate perra y no,1,dominance,active
1061,543,@LTLucasT Parece que ya se te pego lo imbecil de la algunas unidades de twitter.,0,0,0
2314,894,"@DaniBalmaceda98 Cállate perra, nunca más nos juntamos (?",1,dominance,active
1215,3181,"Esta imbécil esta buscando piña, zorra de mierda.",1,discredit,active
2901,1952,@JSark09 @guardiacivil @policia @interiorgob @_mariaps Mereces q te pase lo mismo zorra,1,discredit,active
2635,995,"¿Por que las mujeres se casan de blanco? Para hacer juego con el refrigerador, la cocina y la lavadora. #Humor",1,stereotype,passive
2051,211,"@cobaiabaia Al menos en 13rsw, creo que no idealizan el suicidio ni el acoso o la violación y dan un mensaje, sin embargo en esta serie me da la sensación de que pintan como super guay ser un psicópata.",0,0,0
183,2292,@dsmolansky De verdad q tu eres tremendo MAMÁ HUEVO HIJO E PUTA hipócrita q eres cómplice con fredy Guevara de todo esto apoyando este maldito gobierno cabrón,0,0,0
653,2304,@eliasricci22 Vos en ese estado no me podes decir nada asi callate la puta que te pario😑😑,0,0,0
185,524,"@AlexaCamejo Cállate puta, si te encanta verme",1,dominance,active
758,2799,@cinta16_ C I N T A QUE TE CALLES LA PUTA BOCA SI NO ME VAS A ENSEÑAR NADA QUE LO PASO MUY MAL JODER,1,dominance,active
1727,1740,@KLAN_YAKUZA que rico .. follarte hasta dejar mi leche chorreando en tu culo waoo,1,sexual_harassment,active
49,3268,"@ClaMoralesM No nos confundamos, muchas mujeres posan de victimas de acoso solo con una mirada, ridículas; ¿estas se habrán comparado con lo que sufrieron las guerrilleras en las Farc por ejemplo?",1,discredit,passive
186,2111,"Tu puta madre pinche chamaco, mejor cállate",0,0,0
2756,1230,"@martini_nezz Obvio, que intentas hacer ahí una 1314 y no te ha salido, a quien le preguntes sabe que tú eres la zorra",1,discredit,active
3013,1170,Gracias twitter por enseñarme tuits de hace 22h que no he vidto porque los quitaste de mi puta TL a la hora en la que fueron escritos :)))),0,0,0
1392,831,@LosAndesDiario Y vs te mereces morir mugrienta hija de puta,1,discredit,active
151,1137,@ItzDebiddogg Callate puta madre https://t.co/YdLDEjvIFy,0,0,0
258,829,@HangryLesbian Pero en temas de Filosofía no tenenos ni puta idea Alicia está ahí para enseñarnos,0,0,0
1745,2473,"La Gendarmería fue directo a provocar, son unos hijos de puta. Hay que bajar a este gobierno de mierda",0,0,0
1990,2537,#LasMalcriadas @LasMalcriadasTV 'Me vas a decir que tu eres solo un cliente y yo una puta' Ah que boquita tienes Laura 😂😂😱,0,0,0
444,1896,@cvaloor Tú ni tu puta coalición me van a enseñar de izquierdas... fracasados!,0,0,0
2053,1903,Iba a decir TOMA LA ZORRA MANIPULADORA ASQUEROSA SE MERECÍA MORIR POR REPUGNANTE pero entonces me he acordado de que es la madre de Allison y de que se va a liar la de la hostia entre Allison y Scott,1,sexual_harassment,active
2226,2316,@inakibustos @ismarengue11 @muyevil Mentira! Tu crees que el hijo puta de Messi va a enseñar la camiseta o se va a encarar con la grada si hubiese un capitán como Hierro sin ir más lejos? Le sacaba de ahí a hostias! #FaltaMadridismo,0,0,0
2827,1829,"@AnitaBotwin Presentar a las firmantes del manifiesto como defensoras de la violación y el acoso es, como poco, exagerado, yo creo que malintencionado",0,0,0
168,2555,que asco me da la puta gente que campea y hace el guarro en fortnite espero que si tu eres alguien de ellos dejes este juego ya:/,0,0,0
189,1792,@PrincipeVaron @_Brix__ @Re152005 @Barbijaputa @Yiyefly Coño que callados estáis 😂😂😂😂😂,0,0,0
242,2980,@paulitachaves Callate hija de puta si no servís para una mierda y te venís a hacer la que laburás gato mantenido por el zoquete que tenés de marido débil mental la concha de tu bisabuela en tanga,1,discredit,active
708,1588,"@YonisJ17 @futbolsinlimi Cállate perra que tú no aparecias hace 5 años, ve a tocarte con tu ascenso",1,dominance,active
1649,2974,"ESTOY ENAMORADA DE COMO SUENA LA VOZ DE CAMILA EN CROWN, ESTA MUJER ES ARTE LA PUTA MADRE",0,0,0
509,3076,"@VicenteFoxQue @JoseAMeadeK Tu eres el pendejo que ofreció a sacar a las víboras del pri de los pinos, entoloachado hijo de puta???",0,0,0
1457,745,Estoy tan tan feliz por mi amiga pochaa.. sos todo hija de perra. No te mueras nunca.TE MERECESS TODO LO BUENO QUE TE PASAAAAAAAA,0,0,0
1203,2455,Yo llego atender alguna llamada del tlf de mi papá y llega hablar una mujer es que le mento la madre a esa puta,1,discredit,active
1575,2978,"mi papá pensó q Luli rendía hoy y me preguntó cómo le fue, la puta madre papá cállate mejor😂",0,0,0
863,2040,"“Puta que bueno que me enseñaron a tocar la flauta en la primaria, me ha servido un chingo en mi vida” -Nadie nunca en su perra vida",0,0,0
1025,732,@_raindancer2 TU ERES LA AMIGA QUE SE METE LAS POLLAS DOBLÁS POR EL COÑO ZORRA,1,discredit,active
1464,2119,Zidane eres un grandísimo hijo de la gran puta. Y Benzema no mereces vestir un segundo más está camiseta. Ridículo ante un equipo patético,1,discredit,active
1900,2225,- Es que tu eres muy fría... - Acaso tengo cara de una puta fogata o que?,0,0,0
2400,1643,"@mafecontreras8 Tu en tu amplia sabiduría, defineme cuando una mujer es perra",1,discredit,active
100,713,@JakyMemes Si tu eres tan perra que te comes hasta la tela https://t.co/jOLpF8BNo6,1,discredit,active
2436,227,Perra agradece que te tire el licor en la blusa te lo merecías en la cabeza hp 😂🤦‍♂️ antes de hablar de mi... https://t.co/uRJEvTPI3W,1,sexual_harassment,active
2860,1995,"Nos jodieron en el Bernabéu, pero se merecían un día como hoy! Puta Sevilla Vamosssss @Cristina_garm 💚💚🔝⚽️⚽️⚽️⚽️⚽️",0,0,0
2304,1473,"Chesee in the trap 🧀 In Ho la merecia mas La hermana de In Ho una perra pero igual la amaba JAJA No me gusto el prota, era viejo y feo Era muy estúpida la prota, igual me gustaba su estilo Los ost 100/100 La pareja de amigos mejor que la principal Final kk 5/10 https://t.co/Cntq7GZkJ7",0,0,0
814,2339,"@PatoBullrich @mauriciomacri @gendarmeria @SeguridadPSA @PrefecturaNaval @PFAOficial @MinSeg Callate, borracha hija de puta",1,stereotype,active
333,1421,Ni tú eres una zorra hambrienta ni yo un incorregible depredador.,0,0,0
3147,1724,Típica respuesta de gorda...: http://t.co/E4VgERSomC,1,stereotype,active
584,2504,Me mata cuando en el celular te sale 'alarma pérdida' cuando te quedas dormido YA SE QUE ME QUEDÉ DORMIDA HIJO DE PUTA CALLATE,0,0,0
50,518,Miriam se merecía una canción decente para bordarlo y es que la perra lo ha bordado y se ha quedado tan tranqui! #OTGala8,1,discredit,active
3116,1030,"@Noe_Urdangaray @pilar_diz Aunque no todos seamos violadores, no la culpo en absoluto. Si no eres como esa escoria no hay por qué sentirse ofendido.",0,0,0
1610,2616,"EL ORGULLO QUE SIENTO🏼ES INMENSO, SOS ÚNICO💙 Te lo re mereces porque sos un actorazo de la puta madre https://t.co/Q4FEJabwVX",0,0,0
1388,2216,HARTA ME TIENEN CON EL “mi artista no se banco años de burlas” QUE IMPORTA LA PUTA MADRE CÁLLATE LA BOCA QUE TÚ TWEET NO VA HACER QUE CAMBIEN DE OPINIÓN.,0,0,0
1721,2840,Ahora llamar machista al que canta: “Mi novia es sevillista y es una puta más” es mezclar cosas y no tener ni idea.... tela lo peor es ver la foto que encabeza tu biografía. https://t.co/UzWuItvnZC,1,discredit,active
2631,1366,"Tener un grupo de 28 miembros ayudo en algo al fin, COMEMELA HAIN",0,0,0
1051,797,el novio de una de mis amigas es un machito de mierda y por corregirlo me llama loca y perra pero callate,0,0,0
3305,2520,@julihavas @miabreaur callate puta gorriada,1,discredit,active
1545,3220,esque zorra callate y no opines plis,1,dominance,active
2797,3112,@riotmaria un día lograremos hacer entender que puta o no puta toda mujer es puramente libre y que ni no serlo la hace más digna ni serlo la hace indigna. https://t.co/7hBKqILQcb,0,0,0
2623,1416,No es machismo pero yo creo que las mujeres son inferiores que los hombres. Lo que hay que leer.,1,stereotype,passive
1314,1732,Pues si la verdad si yo enseño la polla por internet aceptaría con resignación una violacion https://t.co/n4mXClKBGJ,1,stereotype,active
104,628,"@CutieMoon_ CÁLLATE, ERES PERFECTO MALDITA SEA NO LE HAGAS CASO A LA PERRA ZORRA DE TITÁN, QUE TE VALGA PUTA VERGA LO QUE DIGA, AAAAAAAAH",1,dominance,active
342,824,Hombres de España. Que no os frene el voto femenino. Somos más y nuestra opinión sigue contando más. ¡TodOs a las urnas!,1,dominance,passive
2033,618,@lautaroaguirree imbecil hoy te pego una piña te fracturo la nariz,1,sexual_harassment,active
1003,1565,@LeticiaDolera @garrido_aura No puedo creer que esto sea verdad. No entiendo que coño pasa en el mundo,0,0,0
199,2815,"@mrtceb @benjiscola55 Pero vamos mi novia es Sevillista y es una puta más .... SI LO ES SE DICE Y NO PASA NADA , es que disfruto más contigo que con mi mujer 👋👋👋👋👋",1,discredit,active
990,2581,"@BerserkerSaiyan @CellMagnifico Tu callate TREMENDA PINCHE PUTA, no tienes derecho de opinar porque tu user es una mierda chupa vergas de caballo!",1,discredit,active
926,2008,Todo tu eres bien perra mamaguevo JAJAJAJAJAJAJAJA. https://t.co/DQOZUpIGXv,1,discredit,active
1103,378,La chica es una zorra y una cabrona y el chico un gilipollas que se aclaren los dos porque el uno que se revela y la otra le toca los güebos #Pap399,1,discredit,active
997,1101,@MarinaAlbiol Tu eres una perra comunista!,1,discredit,active
1932,1904,@Rayados Cállate a la verga pinche puerca tú eres Tigres puta,1,discredit,active
175,2852,@FlalaU_ @UnJoseHabla Callate puta,1,dominance,active
1654,1823,¿Qué es una mujer encima de una vaca? Una vaca de dos pisos,1,stereotype,passive
1681,1308,Perro que perra y cobarde que eres pedacito de mierda es lo que tu eres VI O LA DOR.,0,0,0
534,902,"@CorpoRosaBlanca @paulitagarciag @BluRadioCo Alias el paisa, te mereces es una carcel debajo de la tierra. Hijo de perra, chanda.",1,discredit,active
3029,484,Comemela mientras te meto los dedos https://t.co/R1gEttjD4S,0,0,0
1060,2908,Quien te ha operado esos piños caballos que tiens? Ahh y déjà de reírte tanto y enseñar tu puta piñata @Kiko_Hernandez,1,dominance,active
1209,2613,Nose si me está afectando el alcohol pero INUYASHIKI NO SE MERECÍA MORIR HIJOS DE PUTA,0,0,0
1013,2800,Amo a mi sobrina pero no puede tener esa voz de pito la puta madre. Callate un poquito o habla en modo mute no se. Igual te estimo,1,dominance,active
933,1931,Cojer con mí novia es lo mejor que existe alta perra encima,1,sexual_harassment,active
